year_month,department_name,region_name,revenue,opex,capex,profit,headcount,profit_margin,revenue_variance,tickets_resolved,sla_breaches,cycle_time,utilization,backlog
2022-02,Product,Europe,557957.98,402932.71,101802.03,53223.24,26.0,9.54,-5.61,114,6,5.83,92.34,120.0
2022-02,Product,Latin America,408976.35,311033.52,84152.57,13790.26,19.0,3.37,7.39,64,4,6.66,75.8,79.0
2022-02,Product,North America,657156.46,430675.94,156220.95,70259.57,32.0,10.69,-18.58,142,8,4.82,94.62,194.0
2022-02,Sales,Asia Pacific,1217554.42,934361.28,55502.85,227690.29,31.0,18.7,-3.35,61,2,1.88,91.75,81.0
2022-02,Sales,Europe,1396123.79,1029313.82,57789.5,309020.47,31.0,22.13,-2.04,87,4,2.54,73.06,135.0
2022-02,Sales,Latin America,1035318.78,684410.04,45815.85,305092.89,21.0,29.47,1.97,52,2,1.69,81.13,86.0
2022-02,Sales,North America,1752889.34,1394986.12,92347.19,265556.02,37.0,15.15,15.18,103,2,1.93,92.7,96.0
2022-03,Customer Support,Asia Pacific,385419.38,261274.4,29421.52,94723.46,39.0,24.58,34.33,438,27,1.14,81.76,802.0
2022-03,Customer Support,Europe,420035.24,302672.59,37994.13,79368.51,50.0,18.9,28.1,507,15,0.83,89.07,821.0
2022-03,Customer Support,Latin America,236016.77,167747.1,19196.32,49073.35,33.0,20.79,-4.69,313,18,1.05,91.23,505.0
2022-03,Customer Support,North America,422897.0,329866.69,28637.08,64393.22,59.0,15.23,-6.27,695,32,1.06,73.5,801.0
2022-03,Engineering,Asia Pacific,1036366.34,649073.98,141447.31,245845.05,50.0,23.72,21.83,129,5,4.65,70.94,198.0
2022-03,Engineering,Europe,956618.36,671050.93,164972.04,120595.39,56.0,12.61,-5.52,157,8,5.19,81.19,240.0
2022-03,Engineering,Latin America,683494.63,534166.23,111301.6,38026.8,40.0,5.56,23.55,91,2,5.63,87.03,161.0
2022-03,Engineering,North America,1359768.72,923830.96,170277.81,265659.95,70.0,19.54,15.35,219,17,6.02,81.51,307.0
2022-03,Finance,Asia Pacific,252135.81,168723.11,6518.6,76894.11,13.0,30.5,43.55,34,1,1.22,81.73,50.0
2022-03,Finance,Europe,264975.59,178834.83,6889.98,79250.78,16.0,29.91,0.44,42,0,1.21,72.98,61.0
2022-03,Finance,Latin America,182770.37,122112.69,4543.77,56113.91,11.0,30.7,18.88,25,1,1.78,89.6,25.0
2022-03,Finance,North America,284605.85,203902.94,8098.19,72604.71,20.0,25.51,2.98,56,3,1.95,75.81,64.0
2022-03,HR,Asia Pacific,169567.05,134433.35,3234.26,31899.44,9.0,18.81,2.29,27,1,2.69,85.4,26.0
2022-03,HR,Europe,185504.31,136838.15,3176.65,45489.5,11.0,24.52,-7.86,29,1,2.52,75.73,43.0
2022-03,HR,Latin America,127245.37,80419.71,2059.7,44765.96,8.0,35.18,-2.75,18,1,2.16,80.46,23.0
2022-03,HR,North America,237713.9,171428.77,4496.77,61788.36,12.0,25.99,26.51,44,1,3.11,76.01,65.0
2022-03,Marketing,Asia Pacific,722659.68,451020.35,83899.44,187739.89,18.0,25.98,3.0,48,1,3.86,85.44,65.0
2022-03,Marketing,Europe,641826.81,466748.79,74793.03,100285.0,23.0,15.62,-3.13,68,4,2.97,84.73,109.0
2022-03,Marketing,Latin America,470136.23,283182.48,45547.44,141406.31,15.0,30.08,6.47,37,2,2.73,76.53,53.0
2022-03,Marketing,North America,1022527.59,750243.35,109560.56,162723.68,26.0,15.91,33.1,87,2,2.73,74.04,118.0
2022-03,Operations,Asia Pacific,474865.22,311072.92,52569.03,111223.27,27.0,23.42,22.55,157,10,3.24,76.23,235.0
2022-03,Operations,Europe,536086.03,391588.5,73223.46,71274.06,29.0,13.3,23.97,213,5,3.54,72.56,386.0
2022-03,Operations,Latin America,382550.19,292453.68,52471.73,37624.78,21.0,9.84,20.58,134,3,4.84,82.33,158.0
2022-03,Operations,North America,615860.45,374903.7,62758.74,178198.01,34.0,28.93,14.62,268,8,3.73,70.89,419.0
2022-03,Product,Asia Pacific,577922.36,362842.39,112997.4,102082.56,26.0,17.66,11.99,80,2,6.36,74.3,124.0
2022-03,Product,Europe,597364.46,390705.95,141762.59,64895.93,28.0,10.86,1.06,115,3,7.59,87.94,137.0
2022-03,Product,Latin America,425967.21,340249.69,98153.57,-12436.05,20.0,-2.92,11.85,61,1,5.42,89.71,81.0
2022-03,Product,North America,738956.42,488056.07,133564.0,117336.35,32.0,15.88,-8.45,129,3,6.69,77.53,194.0
2022-03,Sales,Asia Pacific,1197687.87,810556.56,58836.09,328295.22,29.0,27.41,-4.93,62,4,2.19,83.92,89.0
2022-03,Sales,Europe,1302164.56,848388.13,53636.8,400139.62,34.0,30.73,-8.64,82,6,1.87,75.07,142.0
2022-03,Sales,Latin America,1027746.85,771052.29,42569.43,214125.13,21.0,20.83,1.23,51,1,2.21,87.9,90.0
2022-03,Sales,North America,1981166.32,1567126.53,111785.26,302254.52,36.0,15.26,30.18,111,8,2.54,90.18,110.0
2022-04,Customer Support,Asia Pacific,301243.06,227459.36,21895.88,51887.81,41.0,17.22,4.99,417,29,0.86,84.14,813.0
2022-04,Customer Support,Europe,398939.71,304992.18,35795.53,58151.99,46.0,14.58,21.66,558,16,1.19,76.25,867.0
2022-04,Customer Support,Latin America,233587.89,169564.14,15355.75,48668.0,33.0,20.83,-5.67,335,24,1.02,82.2,567.0
2022-04,Customer Support,North America,461441.42,334525.08,30592.1,96324.24,57.0,20.87,2.27,697,50,1.16,84.5,813.0
2022-04,Engineering,Asia Pacific,908718.36,703342.4,116169.77,89206.18,54.0,9.82,6.82,130,3,5.7,88.13,223.0
2022-04,Engineering,Europe,1012577.51,653669.36,180078.54,178829.61,62.0,17.66,0.01,163,12,5.96,85.56,250.0
2022-04,Engineering,Latin America,761536.15,498923.09,131460.51,131152.56,43.0,17.22,37.66,92,1,5.36,87.67,175.0
2022-04,Engineering,North America,1243032.83,795867.21,178634.09,268531.53,62.0,21.6,5.45,189,10,6.44,78.28,311.0
2022-04,Finance,Asia Pacific,196067.49,155093.9,5935.14,35038.44,14.0,17.87,11.63,31,2,1.88,90.52,50.0
2022-04,Finance,Europe,217379.92,145593.27,5506.66,66279.99,18.0,30.49,-17.6,44,2,1.93,91.85,64.0
2022-04,Finance,Latin America,174975.77,132789.66,5684.09,36502.02,10.0,20.86,13.81,28,0,1.74,92.7,26.0
2022-04,Finance,North America,262888.78,183371.65,6554.29,72962.85,20.0,27.75,-4.88,57,1,1.59,70.18,67.0
2022-04,HR,Asia Pacific,154829.78,112730.82,3689.88,38409.08,10.0,24.81,-6.6,26,0,2.69,76.33,30.0
2022-04,HR,Europe,211575.15,144087.02,4918.89,62569.24,11.0,29.57,5.09,29,1,2.67,81.95,44.0
2022-04,HR,Latin America,137025.67,85584.06,3166.56,48275.05,8.0,35.23,4.72,17,0,2.3,80.35,23.0
2022-04,HR,North America,218372.81,143920.37,3899.94,70552.5,13.0,32.31,16.22,45,1,3.22,77.03,73.0
2022-04,Marketing,Asia Pacific,700406.81,550013.03,56568.11,93825.68,20.0,13.4,-0.17,55,1,3.42,87.0,72.0
2022-04,Marketing,Europe,838172.25,513373.39,96673.61,228125.25,22.0,27.22,26.51,63,4,2.42,84.7,115.0
2022-04,Marketing,Latin America,559893.95,413485.31,47802.29,98606.34,15.0,17.61,26.8,42,2,2.46,81.78,56.0
2022-04,Marketing,North America,818861.36,509211.26,93479.97,216170.13,27.0,26.4,6.59,91,1,3.45,76.32,118.0
2022-04,Operations,Asia Pacific,481955.38,369577.32,63397.79,48980.27,24.0,10.16,24.38,167,7,4.02,79.37,265.0
2022-04,Operations,Europe,574485.98,422456.46,77995.97,74033.56,27.0,12.89,32.85,197,14,4.16,85.59,418.0
2022-04,Operations,Latin America,378113.71,276668.87,50203.51,51241.34,21.0,13.55,19.18,137,3,3.42,80.7,160.0
2022-04,Operations,North America,654585.45,429245.7,69460.57,155879.18,37.0,23.81,21.82,268,12,3.97,80.81,471.0
2022-04,Product,Asia Pacific,531322.5,329621.04,100323.63,101377.83,24.0,19.08,2.96,79,4,7.44,92.19,139.0
2022-04,Product,Europe,542827.47,416819.68,87018.28,38989.51,27.0,7.18,-8.17,114,5,5.02,89.65,145.0
2022-04,Product,Latin America,412867.41,312865.35,95516.78,4485.28,19.0,1.09,8.41,69,1,5.94,90.46,86.0
2022-04,Product,North America,637322.69,447544.45,104360.41,85417.82,32.0,13.4,-21.04,140,6,6.53,87.23,196.0
2022-04,Sales,Asia Pacific,1354125.43,945809.35,69799.18,338516.9,33.0,25.0,7.49,73,2,2.15,75.35,95.0
2022-04,Sales,Europe,1443428.23,948558.55,63603.89,431265.79,36.0,29.88,1.27,85,5,2.18,89.33,147.0
2022-04,Sales,Latin America,1020556.56,781239.91,56427.14,182889.51,24.0,17.92,0.52,49,1,2.57,74.0,97.0
2022-04,Sales,North America,1779265.2,1416646.46,88372.81,274245.93,44.0,15.41,16.92,104,3,2.11,78.27,127.0
2022-05,Customer Support,Asia Pacific,370048.32,243529.13,29248.48,97270.71,45.0,26.29,28.98,414,9,0.82,70.66,874.0
2022-05,Customer Support,Europe,380303.35,257706.16,32543.38,90053.81,44.0,23.68,15.98,500,28,0.88,83.22,926.0
2022-05,Customer Support,Latin America,222186.1,139857.4,14275.66,68053.04,33.0,30.63,-10.27,312,21,1.02,81.32,599.0
2022-05,Customer Support,North America,454582.78,343784.76,37505.6,73292.42,51.0,16.12,0.75,719,28,0.92,70.23,846.0
2022-05,Engineering,Asia Pacific,933009.86,684154.75,166041.09,82814.02,54.0,8.88,9.68,137,9,5.97,87.7,229.0
2022-05,Engineering,Europe,941557.5,684081.42,152750.22,104725.86,52.0,11.12,-7.01,160,12,5.23,74.46,266.0
2022-05,Engineering,Latin America,723524.65,477244.41,91397.0,154883.23,42.0,21.41,30.79,104,7,4.49,73.26,195.0
2022-05,Engineering,North America,1126245.14,892904.81,141183.13,92157.2,72.0,8.18,-4.46,214,12,4.91,92.61,332.0
2022-05,Finance,Asia Pacific,186443.03,123044.96,5920.97,57477.1,17.0,30.83,6.15,31,1,1.58,83.13,56.0
2022-05,Finance,Europe,228494.99,172428.81,6904.1,49162.09,16.0,21.52,-13.39,46,3,1.54,76.29,67.0
2022-05,Finance,Latin America,146149.02,113954.17,4881.14,27313.72,12.0,18.69,-4.94,28,0,1.48,80.6,28.0
2022-05,Finance,North America,316011.79,240621.21,8040.13,67350.46,19.0,21.31,14.34,55,4,1.75,93.81,76.0
2022-05,HR,Asia Pacific,186269.15,141012.81,4457.54,40798.8,10.0,21.9,12.36,25,1,2.31,87.37,33.0
2022-05,HR,Europe,181827.26,136277.51,3598.45,41951.3,10.0,23.07,-9.69,30,1,2.54,77.37,44.0
2022-05,HR,Latin America,111607.24,75126.87,1986.95,34493.42,7.0,30.91,-14.7,18,0,3.06,70.25,26.0
2022-05,HR,North America,212531.6,140394.8,3512.2,68624.6,13.0,32.29,13.11,44,2,2.72,91.33,80.0
2022-05,Marketing,Asia Pacific,734715.66,483062.26,69585.98,182067.42,19.0,24.78,4.72,50,2,2.68,81.21,78.0
2022-05,Marketing,Europe,690378.14,503262.55,66141.84,120973.75,24.0,17.52,4.2,62,4,3.64,87.44,116.0
2022-05,Marketing,Latin America,513994.29,335904.8,58296.83,119792.67,14.0,23.31,16.41,37,2,3.66,78.09,62.0
2022-05,Marketing,North America,905308.29,596652.75,77371.3,231284.24,28.0,25.55,17.84,86,2,3.59,89.63,122.0
2022-05,Operations,Asia Pacific,499450.54,351516.52,64190.4,83743.63,25.0,16.77,28.9,171,6,4.59,88.99,294.0
2022-05,Operations,Europe,473210.99,334175.7,58946.15,80089.14,26.0,16.92,9.43,214,15,3.93,77.18,439.0
2022-05,Operations,Latin America,368963.14,259845.69,52705.89,56411.56,18.0,15.29,16.3,141,5,4.63,79.86,179.0
2022-05,Operations,North America,556111.71,335816.69,56706.53,163588.48,34.0,29.42,3.5,258,18,3.51,72.07,504.0
2022-05,Product,Asia Pacific,555758.68,381563.46,90873.21,83322.01,24.0,14.99,7.7,90,5,6.4,86.97,154.0
2022-05,Product,Europe,641816.63,394876.3,116795.42,130144.91,30.0,20.28,8.58,106,6,6.28,85.51,156.0
2022-05,Product,Latin America,389107.73,237354.08,88518.89,63234.76,22.0,16.25,2.17,63,2,7.09,84.56,86.0
2022-05,Product,North America,650618.42,515020.97,131667.46,3929.99,33.0,0.6,-19.39,146,5,5.16,83.9,205.0
2022-05,Sales,Asia Pacific,1421030.75,970991.57,80208.09,369831.09,33.0,26.03,12.8,69,3,1.77,76.97,97.0
2022-05,Sales,Europe,1443052.12,926117.01,68363.36,448571.76,33.0,31.08,1.25,87,2,2.35,82.63,158.0
2022-05,Sales,Latin America,1071417.45,744052.66,61717.0,265647.78,22.0,24.79,5.53,48,3,1.75,76.73,102.0
2022-05,Sales,North America,1516186.32,1018892.51,89661.19,407632.62,41.0,26.89,-0.37,120,8,2.49,83.54,142.0
2022-06,Customer Support,Asia Pacific,289771.29,212289.18,25424.73,52057.38,45.0,17.96,1.0,429,23,1.04,71.2,949.0
2022-06,Customer Support,Europe,330355.15,213436.95,21158.31,95759.88,48.0,28.99,0.75,550,23,1.27,80.8,985.0
2022-06,Customer Support,Latin America,231174.04,153744.38,20066.8,57362.85,34.0,24.81,-6.64,321,17,0.87,70.08,614.0
2022-06,Customer Support,North America,424044.39,259060.12,40342.95,124641.32,53.0,29.39,-6.02,774,47,1.27,90.67,976.0
2022-06,Engineering,Asia Pacific,826477.6,593999.52,102801.33,129676.75,53.0,15.69,-2.84,131,6,4.26,85.31,248.0
2022-06,Engineering,Europe,1074945.26,797979.77,192273.98,84691.51,59.0,7.88,6.17,148,8,5.07,78.27,268.0
2022-06,Engineering,Latin America,594287.56,450778.42,103687.68,39821.46,44.0,6.7,7.43,102,7,5.02,93.83,212.0
2022-06,Engineering,North America,1242411.37,805573.85,220699.0,216138.52,65.0,17.4,5.4,228,4,5.87,88.97,375.0
2022-06,Finance,Asia Pacific,228313.49,158738.87,6842.66,62731.96,14.0,27.48,29.99,32,0,1.47,77.27,59.0
2022-06,Finance,Europe,223684.14,174209.43,7908.91,41565.81,18.0,18.58,-15.21,42,1,1.58,93.23,74.0
2022-06,Finance,Latin America,148376.72,98865.33,5083.44,44427.95,11.0,29.94,-3.49,28,2,1.69,90.95,30.0
2022-06,Finance,North America,275460.38,197234.53,8319.01,69906.85,22.0,25.38,-0.33,59,4,1.6,88.8,77.0
2022-06,HR,Asia Pacific,141440.83,109641.63,2873.05,28926.15,10.0,20.45,-14.68,27,0,2.71,92.36,35.0
2022-06,HR,Europe,193181.24,128743.36,4162.85,60275.03,12.0,31.2,-4.05,31,1,3.2,81.1,48.0
2022-06,HR,Latin America,105807.18,66190.15,2340.92,37276.11,7.0,35.23,-19.13,21,0,2.09,92.29,29.0
2022-06,HR,North America,183369.9,144524.25,3677.55,35168.1,13.0,19.18,-2.41,39,2,2.69,88.56,81.0
2022-06,Marketing,Asia Pacific,612435.95,480092.34,73327.08,59016.53,19.0,9.64,-12.71,48,3,3.01,94.77,82.0
2022-06,Marketing,Europe,602843.15,419686.16,64201.2,118955.79,21.0,19.73,-9.01,63,4,3.75,94.41,127.0
2022-06,Marketing,Latin America,472489.56,320580.22,52054.46,99854.89,17.0,21.13,7.01,39,2,2.88,71.88,68.0
2022-06,Marketing,North America,797332.44,613633.76,87032.39,96666.29,25.0,12.12,3.78,91,5,3.35,91.14,127.0
2022-06,Operations,Asia Pacific,370883.91,260060.68,39536.57,71286.66,23.0,19.22,-4.28,159,7,3.59,75.21,315.0
2022-06,Operations,Europe,448144.42,327739.76,48193.07,72211.59,27.0,16.11,3.63,206,14,4.6,83.69,464.0
2022-06,Operations,Latin America,295680.8,228665.95,32394.49,34620.36,22.0,11.71,-6.8,140,6,3.62,86.22,203.0
2022-06,Operations,North America,574593.61,385796.08,76881.98,111915.56,33.0,19.48,6.94,299,8,4.75,85.65,528.0
2022-06,Product,Asia Pacific,559562.22,354462.67,124474.92,80624.64,26.0,14.41,8.44,81,3,6.23,93.86,158.0
2022-06,Product,Europe,566255.76,406643.87,120545.17,39066.72,26.0,6.9,-4.2,101,2,7.12,91.88,168.0
2022-06,Product,Latin America,353286.58,230719.18,73527.53,49039.87,19.0,13.88,-7.24,68,3,5.69,81.4,86.0
2022-06,Product,North America,674820.18,526621.59,151521.07,-3322.49,38.0,-0.49,-16.39,146,3,7.53,75.38,210.0
2022-06,Sales,Asia Pacific,1288272.54,971776.68,64385.17,252110.69,28.0,19.57,2.26,66,5,1.72,93.96,98.0
2022-06,Sales,Europe,1495961.09,971578.95,79005.15,445376.99,36.0,29.77,4.96,88,5,2.11,72.62,173.0
2022-06,Sales,Latin America,940646.53,738632.17,41927.94,160086.42,25.0,17.02,-7.35,49,1,2.31,91.26,106.0
2022-06,Sales,North America,1695646.56,1348821.69,93508.47,253316.39,39.0,14.94,11.42,108,3,2.04,80.05,154.0
2022-07,Customer Support,Asia Pacific,311538.38,240887.43,29376.66,41274.28,39.0,13.25,8.58,409,18,1.05,71.38,1027.0
2022-07,Customer Support,Europe,354059.29,262473.35,29571.12,62014.83,45.0,17.52,7.98,581,36,1.09,92.24,1066.0
2022-07,Customer Support,Latin America,266818.61,199395.43,24615.56,42807.62,31.0,16.04,7.75,302,18,1.05,70.64,669.0
2022-07,Customer Support,North America,421539.18,275467.6,27182.34,118889.25,61.0,28.2,-6.57,747,41,1.12,88.94,993.0
2022-07,Engineering,Asia Pacific,909057.93,671720.25,148848.11,88489.56,56.0,9.73,6.86,136,5,4.46,81.08,252.0
2022-07,Engineering,Europe,1013274.11,775662.61,163980.75,73630.75,61.0,7.27,0.08,153,11,6.02,94.2,282.0
2022-07,Engineering,Latin America,685590.05,438125.03,96476.59,150988.43,39.0,22.02,23.93,107,2,5.47,85.66,223.0
2022-07,Engineering,North America,1159779.34,719646.78,174930.99,265201.57,70.0,22.87,-1.61,225,7,5.81,71.71,417.0
2022-07,Finance,Asia Pacific,188332.54,123407.5,5496.34,59428.7,17.0,31.56,7.22,36,1,1.92,82.56,65.0
2022-07,Finance,Europe,233097.3,149135.28,6764.49,77197.53,18.0,33.12,-11.64,41,1,1.2,77.52,80.0
2022-07,Finance,Latin America,157820.48,100353.77,5626.0,51840.7,11.0,32.85,2.66,27,1,1.26,75.5,30.0
2022-07,Finance,North America,233251.14,157394.19,8241.55,67615.4,21.0,28.99,-15.6,56,3,1.55,87.46,81.0
2022-07,HR,Asia Pacific,158451.8,125764.38,3300.41,29387.02,9.0,18.55,-4.42,27,0,2.44,90.93,35.0
2022-07,HR,Europe,156258.92,100172.37,3103.98,52982.57,11.0,33.91,-22.39,30,0,2.43,80.21,50.0
2022-07,HR,Latin America,133645.43,88133.57,2236.76,43275.1,8.0,32.38,2.14,21,1,2.11,77.28,30.0
2022-07,HR,North America,216180.13,160170.21,4189.97,51819.95,13.0,23.97,15.05,44,1,2.98,78.47,88.0
2022-07,Marketing,Asia Pacific,538458.71,416260.44,46464.1,75734.17,20.0,14.06,-23.25,49,1,2.65,89.43,84.0
2022-07,Marketing,Europe,745773.59,474200.98,83526.75,188045.87,23.0,25.21,12.56,66,2,2.71,89.4,133.0
2022-07,Marketing,Latin America,523280.75,384370.95,58537.98,80371.81,15.0,15.36,18.51,39,1,3.27,91.93,74.0
2022-07,Marketing,North America,818362.45,649294.54,67160.35,101907.56,28.0,12.45,6.52,79,4,2.95,91.31,138.0
2022-07,Operations,Asia Pacific,418244.63,278889.7,54860.96,84493.97,26.0,20.2,7.94,168,10,3.3,80.2,338.0
2022-07,Operations,Europe,388112.95,275471.6,42617.27,70024.07,28.0,18.04,-10.25,224,6,4.49,74.57,497.0
2022-07,Operations,Latin America,340599.96,223825.83,39772.81,77001.32,21.0,22.61,7.36,123,8,4.46,84.69,211.0
2022-07,Operations,North America,549661.52,421351.88,76673.48,51636.16,31.0,9.39,2.3,280,5,4.05,85.15,559.0
2022-07,Product,Asia Pacific,457315.29,335894.47,108914.46,12506.36,24.0,2.73,-11.38,89,4,7.36,81.78,173.0
2022-07,Product,Europe,518984.02,358125.37,122794.98,38063.67,28.0,7.33,-12.2,103,5,7.7,84.37,186.0
2022-07,Product,Latin America,384532.36,237842.92,84547.42,62142.03,22.0,16.16,0.97,62,1,7.37,84.69,97.0
2022-07,Product,North America,713185.95,524920.82,137396.8,50868.34,31.0,7.13,-11.64,151,7,5.49,73.04,220.0
2022-07,Sales,Asia Pacific,1168677.29,707094.97,66357.43,395224.89,28.0,33.82,-7.23,62,2,2.28,75.78,104.0
2022-07,Sales,Europe,1343690.18,908473.69,58128.99,377087.5,37.0,28.06,-5.72,91,7,1.64,77.13,176.0
2022-07,Sales,Latin America,1074483.87,738742.33,48028.86,287712.68,25.0,26.78,5.83,56,3,1.99,79.31,111.0
2022-07,Sales,North America,1786900.99,1322724.82,97459.61,366716.56,43.0,20.52,17.42,117,3,2.16,77.18,176.0
2022-08,Customer Support,Asia Pacific,283880.88,183625.7,20162.85,80092.33,46.0,28.21,-1.06,434,23,1.15,84.8,1103.0
2022-08,Customer Support,Europe,298922.92,210395.38,24944.55,63583.0,45.0,21.27,-8.84,565,36,1.02,93.44,1149.0
2022-08,Customer Support,Latin America,232152.91,158596.43,18044.37,55512.12,33.0,23.91,-6.25,319,12,0.91,70.94,671.0
2022-08,Customer Support,North America,352061.7,273964.25,25253.1,52844.36,55.0,15.01,-21.97,734,23,1.0,93.66,1029.0
2022-08,Engineering,Asia Pacific,711993.73,552146.87,116997.22,42849.63,48.0,6.02,-16.3,139,7,6.37,78.49,255.0
2022-08,Engineering,Europe,899108.37,654135.19,120949.25,124023.93,62.0,13.79,-11.2,173,6,5.39,87.72,286.0
2022-08,Engineering,Latin America,556536.86,364064.85,75050.99,117421.01,38.0,21.1,0.6,98,2,6.42,70.97,237.0
2022-08,Engineering,North America,967932.45,664854.09,158166.81,144911.56,64.0,14.97,-17.89,232,5,5.25,79.37,446.0
2022-08,Finance,Asia Pacific,187105.22,131184.49,6603.59,49317.14,17.0,26.36,6.53,31,0,1.67,86.54,66.0
2022-08,Finance,Europe,236255.29,156296.85,8260.78,71697.66,19.0,30.35,-10.45,46,2,1.34,92.61,81.0
2022-08,Finance,Latin America,147275.0,104664.55,4423.79,38186.67,11.0,25.93,-4.2,25,1,1.71,71.45,34.0
2022-08,Finance,North America,262040.66,185291.77,7411.2,69337.69,20.0,26.46,-5.18,57,4,1.85,79.29,83.0
2022-08,HR,Asia Pacific,134833.89,84070.31,2335.63,48427.95,9.0,35.92,-18.67,26,1,2.39,83.09,37.0
2022-08,HR,Europe,168448.56,106471.8,3602.97,58373.78,11.0,34.65,-16.33,30,2,3.07,80.09,54.0
2022-08,HR,Latin America,122086.12,85824.92,2110.98,34150.23,7.0,27.97,-6.69,19,1,2.21,73.74,32.0
2022-08,HR,North America,206035.26,158148.89,4712.05,43174.32,14.0,20.95,9.65,40,3,2.21,89.29,89.0
2022-08,Marketing,Asia Pacific,576832.35,421009.43,67749.67,88073.25,19.0,15.27,-17.78,48,1,3.17,84.72,91.0
2022-08,Marketing,Europe,643233.48,467019.31,57849.42,118364.75,24.0,18.4,-2.92,63,3,2.63,71.65,135.0
2022-08,Marketing,Latin America,428081.92,294855.93,34621.78,98604.21,15.0,23.03,-3.05,40,2,3.02,81.85,77.0
2022-08,Marketing,North America,728330.44,490668.78,84350.75,153310.92,29.0,21.05,-5.2,90,2,3.68,72.3,153.0
2022-08,Operations,Asia Pacific,340879.59,217184.39,43592.54,80102.66,28.0,23.5,-12.02,179,6,4.63,84.87,349.0
2022-08,Operations,Europe,422995.3,309224.26,45891.33,67879.71,27.0,16.05,-2.18,236,16,3.35,72.66,520.0
2022-08,Operations,Latin America,321247.39,199843.62,35298.98,86104.78,20.0,26.8,1.26,118,7,3.63,90.86,220.0
2022-08,Operations,North America,452265.4,315780.36,63543.88,72941.16,32.0,16.13,-15.83,304,10,3.21,86.28,571.0
2022-08,Product,Asia Pacific,465236.47,292432.94,100196.07,72607.46,25.0,15.61,-9.84,83,4,6.4,73.45,182.0
2022-08,Product,Europe,564898.22,399101.05,95598.61,70198.55,30.0,12.43,-4.43,109,7,5.88,93.17,201.0
2022-08,Product,Latin America,425588.01,272743.73,85383.34,67460.94,20.0,15.85,11.75,63,1,7.65,86.04,108.0
2022-08,Product,North America,691715.62,438782.04,138349.36,114584.21,35.0,16.57,-14.3,152,9,6.78,85.37,245.0
2022-08,Sales,Asia Pacific,1068346.88,772795.89,58606.98,236944.0,33.0,22.18,-15.19,64,4,1.97,72.02,108.0
2022-08,Sales,Europe,1436783.25,1093418.01,81120.32,262244.93,38.0,18.25,0.81,83,6,1.9,81.24,185.0
2022-08,Sales,Latin America,794828.79,535891.52,46430.19,212507.08,25.0,26.74,-21.71,53,2,2.29,71.39,114.0
2022-08,Sales,North America,1674480.07,1207880.08,89513.41,377086.58,39.0,22.52,10.03,114,4,1.67,85.55,189.0
2022-09,Customer Support,Asia Pacific,326676.06,261089.81,29535.86,36050.39,46.0,11.04,13.86,456,36,1.18,93.55,1122.0
2022-09,Customer Support,Europe,340217.57,226110.46,31549.54,82557.57,51.0,24.27,3.75,569,30,0.88,77.75,1251.0
2022-09,Customer Support,Latin America,232018.83,142332.23,15553.93,74132.67,36.0,31.95,-6.3,347,7,1.14,81.73,695.0
2022-09,Customer Support,North America,334408.02,259446.16,24006.71,50955.14,58.0,15.24,-25.88,707,50,1.19,77.2,1074.0
2022-09,Engineering,Asia Pacific,856009.54,654228.98,146034.86,55745.7,53.0,6.51,0.63,129,9,5.76,71.05,278.0
2022-09,Engineering,Europe,912893.32,593978.12,110093.77,208821.42,62.0,22.87,-9.84,156,11,6.31,86.76,315.0
2022-09,Engineering,Latin America,657700.32,453983.45,86163.04,117553.83,44.0,17.87,18.89,98,4,5.42,73.73,246.0
2022-09,Engineering,North America,1127859.48,692290.51,167436.72,268132.26,72.0,23.77,-4.32,222,9,5.28,86.89,488.0
2022-09,Finance,Asia Pacific,176199.52,108432.18,5700.74,62066.6,15.0,35.23,0.32,36,2,1.4,91.87,71.0
2022-09,Finance,Europe,199249.24,128113.78,5797.8,65337.66,19.0,32.79,-24.47,42,2,1.44,87.5,87.0
2022-09,Finance,Latin America,158435.41,120291.81,4319.48,33824.12,13.0,21.35,3.06,25,1,1.28,89.73,36.0
2022-09,Finance,North America,257172.11,191150.74,7008.28,59013.1,20.0,22.95,-6.95,56,3,1.91,89.86,83.0
2022-09,HR,Asia Pacific,159575.46,120576.03,3524.51,35474.92,10.0,22.23,-3.74,27,1,2.93,75.12,39.0
2022-09,HR,Europe,171459.55,110375.91,3559.92,57523.73,11.0,33.55,-14.84,32,1,3.1,93.21,57.0
2022-09,HR,Latin America,120168.24,80953.67,2338.33,36876.24,7.0,30.69,-8.16,20,0,2.9,90.89,33.0
2022-09,HR,North America,220006.47,160005.18,4091.26,55910.04,13.0,25.41,17.09,41,2,2.8,75.24,89.0
2022-09,Marketing,Asia Pacific,533803.09,390923.68,53038.45,89840.96,19.0,16.83,-23.92,49,3,3.53,72.22,99.0
2022-09,Marketing,Europe,641047.97,477290.69,68123.64,95633.63,25.0,14.92,-3.25,69,5,2.92,84.98,147.0
2022-09,Marketing,Latin America,490723.93,348258.84,40562.52,101902.57,17.0,20.77,11.14,42,0,2.54,71.23,79.0
2022-09,Marketing,North America,712307.57,477320.23,67598.94,167388.41,26.0,23.5,-7.28,84,2,2.43,73.33,163.0
2022-09,Operations,Asia Pacific,434337.37,325751.1,60631.31,47954.96,28.0,11.04,12.1,163,11,5.19,78.24,361.0
2022-09,Operations,Europe,454182.01,328870.81,59783.14,65528.06,28.0,14.43,5.03,200,7,4.26,80.21,530.0
