date,date_key,department_id,region_id,tickets_resolved,sla_breaches,cycle_time,utilization,backlog,year,quarter,month,month_name,year_month,department_name,region_name,sla_breach_rate,tickets_per_headcount
2022-02-01,20220201,8,2,114,6,5.83,92.34,120,2022,Q1,2,February,2022-02,Product,Europe,5.26,3.8
2022-02-01,20220201,8,3,86,2,7.57,73.52,120,2022,Q1,2,February,2022-02,Product,Asia Pacific,2.33,2.87
2022-02-01,20220201,8,4,64,4,6.66,75.8,79,2022,Q1,2,February,2022-02,Product,Latin America,6.25,2.13
2022-03-01,20220301,1,1,219,17,6.02,81.51,307,2022,Q1,3,March,2022-03,Engineering,North America,7.76,7.3
2022-03-01,20220301,1,2,157,8,5.19,81.19,240,2022,Q1,3,March,2022-03,Engineering,Europe,5.1,5.23
2022-03-01,20220301,1,3,129,5,4.65,70.94,198,2022,Q1,3,March,2022-03,Engineering,Asia Pacific,3.88,4.3
2022-03-01,20220301,1,4,91,2,5.63,87.03,161,2022,Q1,3,March,2022-03,Engineering,Latin America,2.2,3.03
2022-03-01,20220301,2,1,111,8,2.54,90.18,110,2022,Q1,3,March,2022-03,Sales,North America,7.21,3.7
2022-03-01,20220301,2,2,82,6,1.87,75.07,142,2022,Q1,3,March,2022-03,Sales,Europe,7.32,2.73
2022-03-01,20220301,2,3,62,4,2.19,83.92,89,2022,Q1,3,March,2022-03,Sales,Asia Pacific,6.45,2.07
2022-03-01,20220301,2,4,51,1,2.21,87.9,90,2022,Q1,3,March,2022-03,Sales,Latin America,1.96,1.7
2022-03-01,20220301,3,1,87,2,2.73,74.04,118,2022,Q1,3,March,2022-03,Marketing,North America,2.3,2.9
2022-03-01,20220301,3,2,68,4,2.97,84.73,109,2022,Q1,3,March,2022-03,Marketing,Europe,5.88,2.27
2022-03-01,20220301,3,3,48,1,3.86,85.44,65,2022,Q1,3,March,2022-03,Marketing,Asia Pacific,2.08,1.6
2022-03-01,20220301,3,4,37,2,2.73,76.53,53,2022,Q1,3,March,2022-03,Marketing,Latin America,5.41,1.23
2022-03-01,20220301,4,1,268,8,3.73,70.89,419,2022,Q1,3,March,2022-03,Operations,North America,2.99,8.93
2022-03-01,20220301,4,2,213,5,3.54,72.56,386,2022,Q1,3,March,2022-03,Operations,Europe,2.35,7.1
2022-03-01,20220301,4,3,157,10,3.24,76.23,235,2022,Q1,3,March,2022-03,Operations,Asia Pacific,6.37,5.23
2022-03-01,20220301,4,4,134,3,4.84,82.33,158,2022,Q1,3,March,2022-03,Operations,Latin America,2.24,4.47
2022-03-01,20220301,5,1,56,3,1.95,75.81,64,2022,Q1,3,March,2022-03,Finance,North America,5.36,1.87
2022-03-01,20220301,5,2,42,0,1.21,72.98,61,2022,Q1,3,March,2022-03,Finance,Europe,0.0,1.4
2022-03-01,20220301,5,3,34,1,1.22,81.73,50,2022,Q1,3,March,2022-03,Finance,Asia Pacific,2.94,1.13
2022-03-01,20220301,5,4,25,1,1.78,89.6,25,2022,Q1,3,March,2022-03,Finance,Latin America,4.0,0.83
2022-03-01,20220301,6,1,44,1,3.11,76.01,65,2022,Q1,3,March,2022-03,HR,North America,2.27,1.47
2022-03-01,20220301,6,2,29,1,2.52,75.73,43,2022,Q1,3,March,2022-03,HR,Europe,3.45,0.97
2022-03-01,20220301,6,3,27,1,2.69,85.4,26,2022,Q1,3,March,2022-03,HR,Asia Pacific,3.7,0.9
2022-03-01,20220301,6,4,18,1,2.16,80.46,23,2022,Q1,3,March,2022-03,HR,Latin America,5.56,0.6
2022-03-01,20220301,7,1,695,32,1.06,73.5,801,2022,Q1,3,March,2022-03,Customer Support,North America,4.6,23.17
2022-03-01,20220301,7,2,507,15,0.83,89.07,821,2022,Q1,3,March,2022-03,Customer Support,Europe,2.96,16.9
2022-03-01,20220301,7,3,438,27,1.14,81.76,802,2022,Q1,3,March,2022-03,Customer Support,Asia Pacific,6.16,14.6
2022-03-01,20220301,7,4,313,18,1.05,91.23,505,2022,Q1,3,March,2022-03,Customer Support,Latin America,5.75,10.43
2022-03-01,20220301,8,1,129,3,6.69,77.53,194,2022,Q1,3,March,2022-03,Product,North America,2.33,4.3
2022-03-01,20220301,8,2,115,3,7.59,87.94,137,2022,Q1,3,March,2022-03,Product,Europe,2.61,3.83
2022-03-01,20220301,8,3,80,2,6.36,74.3,124,2022,Q1,3,March,2022-03,Product,Asia Pacific,2.5,2.67
2022-03-01,20220301,8,4,61,1,5.42,89.71,81,2022,Q1,3,March,2022-03,Product,Latin America,1.64,2.03
2022-04-01,20220401,1,1,189,10,6.44,78.28,311,2022,Q2,4,April,2022-04,Engineering,North America,5.29,6.3
2022-04-01,20220401,1,2,163,12,5.96,85.56,250,2022,Q2,4,April,2022-04,Engineering,Europe,7.36,5.43
2022-04-01,20220401,1,3,130,3,5.7,88.13,223,2022,Q2,4,April,2022-04,Engineering,Asia Pacific,2.31,4.33
2022-04-01,20220401,1,4,92,1,5.36,87.67,175,2022,Q2,4,April,2022-04,Engineering,Latin America,1.09,3.07
2022-04-01,20220401,2,1,104,3,2.11,78.27,127,2022,Q2,4,April,2022-04,Sales,North America,2.88,3.47
2022-04-01,20220401,2,2,85,5,2.18,89.33,147,2022,Q2,4,April,2022-04,Sales,Europe,5.88,2.83
2022-04-01,20220401,2,3,73,2,2.15,75.35,95,2022,Q2,4,April,2022-04,Sales,Asia Pacific,2.74,2.43
2022-04-01,20220401,2,4,49,1,2.57,74.0,97,2022,Q2,4,April,2022-04,Sales,Latin America,2.04,1.63
2022-04-01,20220401,3,1,91,1,3.45,76.32,118,2022,Q2,4,April,2022-04,Marketing,North America,1.1,3.03
2022-04-01,20220401,3,2,63,4,2.42,84.7,115,2022,Q2,4,April,2022-04,Marketing,Europe,6.35,2.1
2022-04-01,20220401,3,3,55,1,3.42,87.0,72,2022,Q2,4,April,2022-04,Marketing,Asia Pacific,1.82,1.83
2022-04-01,20220401,3,4,42,2,2.46,81.78,56,2022,Q2,4,April,2022-04,Marketing,Latin America,4.76,1.4
2022-04-01,20220401,4,1,268,12,3.97,80.81,471,2022,Q2,4,April,2022-04,Operations,North America,4.48,8.93
2022-04-01,20220401,4,2,197,14,4.16,85.59,418,2022,Q2,4,April,2022-04,Operations,Europe,7.11,6.57
2022-04-01,20220401,4,3,167,7,4.02,79.37,265,2022,Q2,4,April,2022-04,Operations,Asia Pacific,4.19,5.57
2022-04-01,20220401,4,4,137,3,3.42,80.7,160,2022,Q2,4,April,2022-04,Operations,Latin America,2.19,4.57
2022-04-01,20220401,5,1,57,1,1.59,70.18,67,2022,Q2,4,April,2022-04,Finance,North America,1.75,1.9
2022-04-01,20220401,5,2,44,2,1.93,91.85,64,2022,Q2,4,April,2022-04,Finance,Europe,4.55,1.47
2022-04-01,20220401,5,3,31,2,1.88,90.52,50,2022,Q2,4,April,2022-04,Finance,Asia Pacific,6.45,1.03
2022-04-01,20220401,5,4,28,0,1.74,92.7,26,2022,Q2,4,April,2022-04,Finance,Latin America,0.0,0.93
2022-04-01,20220401,6,1,45,1,3.22,77.03,73,2022,Q2,4,April,2022-04,HR,North America,2.22,1.5
2022-04-01,20220401,6,2,29,1,2.67,81.95,44,2022,Q2,4,April,2022-04,HR,Europe,3.45,0.97
2022-04-01,20220401,6,3,26,0,2.69,76.33,30,2022,Q2,4,April,2022-04,HR,Asia Pacific,0.0,0.87
2022-04-01,20220401,6,4,17,0,2.3,80.35,23,2022,Q2,4,April,2022-04,HR,Latin America,0.0,0.57
2022-04-01,20220401,7,1,697,50,1.16,84.5,813,2022,Q2,4,April,2022-04,Customer Support,North America,7.17,23.23
2022-04-01,20220401,7,2,558,16,1.19,76.25,867,2022,Q2,4,April,2022-04,Customer Support,Europe,2.87,18.6
2022-04-01,20220401,7,3,417,29,0.86,84.14,813,2022,Q2,4,April,2022-04,Customer Support,Asia Pacific,6.95,13.9
2022-04-01,20220401,7,4,335,24,1.02,82.2,567,2022,Q2,4,April,2022-04,Customer Support,Latin America,7.16,11.17
2022-04-01,20220401,8,1,140,6,6.53,87.23,196,2022,Q2,4,April,2022-04,Product,North America,4.29,4.67
2022-04-01,20220401,8,2,114,5,5.02,89.65,145,2022,Q2,4,April,2022-04,Product,Europe,4.39,3.8
2022-04-01,20220401,8,3,79,4,7.44,92.19,139,2022,Q2,4,April,2022-04,Product,Asia Pacific,5.06,2.63
2022-04-01,20220401,8,4,69,1,5.94,90.46,86,2022,Q2,4,April,2022-04,Product,Latin America,1.45,2.3
2022-05-01,20220501,1,1,214,12,4.91,92.61,332,2022,Q2,5,May,2022-05,Engineering,North America,5.61,7.13
2022-05-01,20220501,1,2,160,12,5.23,74.46,266,2022,Q2,5,May,2022-05,Engineering,Europe,7.5,5.33
2022-05-01,20220501,1,3,137,9,5.97,87.7,229,2022,Q2,5,May,2022-05,Engineering,Asia Pacific,6.57,4.57
2022-05-01,20220501,1,4,104,7,4.49,73.26,195,2022,Q2,5,May,2022-05,Engineering,Latin America,6.73,3.47
2022-05-01,20220501,2,1,120,8,2.49,83.54,142,2022,Q2,5,May,2022-05,Sales,North America,6.67,4.0
2022-05-01,20220501,2,2,87,2,2.35,82.63,158,2022,Q2,5,May,2022-05,Sales,Europe,2.3,2.9
2022-05-01,20220501,2,3,69,3,1.77,76.97,97,2022,Q2,5,May,2022-05,Sales,Asia Pacific,4.35,2.3
2022-05-01,20220501,2,4,48,3,1.75,76.73,102,2022,Q2,5,May,2022-05,Sales,Latin America,6.25,1.6
2022-05-01,20220501,3,1,86,2,3.59,89.63,122,2022,Q2,5,May,2022-05,Marketing,North America,2.33,2.87
2022-05-01,20220501,3,2,62,4,3.64,87.44,116,2022,Q2,5,May,2022-05,Marketing,Europe,6.45,2.07
2022-05-01,20220501,3,3,50,2,2.68,81.21,78,2022,Q2,5,May,2022-05,Marketing,Asia Pacific,4.0,1.67
2022-05-01,20220501,3,4,37,2,3.66,78.09,62,2022,Q2,5,May,2022-05,Marketing,Latin America,5.41,1.23
2022-05-01,20220501,4,1,258,18,3.51,72.07,504,2022,Q2,5,May,2022-05,Operations,North America,6.98,8.6
2022-05-01,20220501,4,2,214,15,3.93,77.18,439,2022,Q2,5,May,2022-05,Operations,Europe,7.01,7.13
2022-05-01,20220501,4,3,171,6,4.59,88.99,294,2022,Q2,5,May,2022-05,Operations,Asia Pacific,3.51,5.7
2022-05-01,20220501,4,4,141,5,4.63,79.86,179,2022,Q2,5,May,2022-05,Operations,Latin America,3.55,4.7
2022-05-01,20220501,5,1,55,4,1.75,93.81,76,2022,Q2,5,May,2022-05,Finance,North America,7.27,1.83
2022-05-01,20220501,5,2,46,3,1.54,76.29,67,2022,Q2,5,May,2022-05,Finance,Europe,6.52,1.53
2022-05-01,20220501,5,3,31,1,1.58,83.13,56,2022,Q2,5,May,2022-05,Finance,Asia Pacific,3.23,1.03
2022-05-01,20220501,5,4,28,0,1.48,80.6,28,2022,Q2,5,May,2022-05,Finance,Latin America,0.0,0.93
2022-05-01,20220501,6,1,44,2,2.72,91.33,80,2022,Q2,5,May,2022-05,HR,North America,4.55,1.47
2022-05-01,20220501,6,2,30,1,2.54,77.37,44,2022,Q2,5,May,2022-05,HR,Europe,3.33,1.0
2022-05-01,20220501,6,3,25,1,2.31,87.37,33,2022,Q2,5,May,2022-05,HR,Asia Pacific,4.0,0.83
2022-05-01,20220501,6,4,18,0,3.06,70.25,26,2022,Q2,5,May,2022-05,HR,Latin America,0.0,0.6
2022-05-01,20220501,7,1,719,28,0.92,70.23,846,2022,Q2,5,May,2022-05,Customer Support,North America,3.89,23.97
2022-05-01,20220501,7,2,500,28,0.88,83.22,926,2022,Q2,5,May,2022-05,Customer Support,Europe,5.6,16.67
2022-05-01,20220501,7,3,414,9,0.82,70.66,874,2022,Q2,5,May,2022-05,Customer Support,Asia Pacific,2.17,13.8
2022-05-01,20220501,7,4,312,21,1.02,81.32,599,2022,Q2,5,May,2022-05,Customer Support,Latin America,6.73,10.4
2022-05-01,20220501,8,1,146,5,5.16,83.9,205,2022,Q2,5,May,2022-05,Product,North America,3.42,4.87
2022-05-01,20220501,8,2,106,6,6.28,85.51,156,2022,Q2,5,May,2022-05,Product,Europe,5.66,3.53
2022-05-01,20220501,8,3,90,5,6.4,86.97,154,2022,Q2,5,May,2022-05,Product,Asia Pacific,5.56,3.0
2022-05-01,20220501,8,4,63,2,7.09,84.56,86,2022,Q2,5,May,2022-05,Product,Latin America,3.17,2.1
2022-06-01,20220601,1,1,228,4,5.87,88.97,375,2022,Q2,6,June,2022-06,Engineering,North America,1.75,7.6
2022-06-01,20220601,1,2,148,8,5.07,78.27,268,2022,Q2,6,June,2022-06,Engineering,Europe,5.41,4.93
2022-06-01,20220601,1,3,131,6,4.26,85.31,248,2022,Q2,6,June,2022-06,Engineering,Asia Pacific,4.58,4.37
2022-06-01,20220601,1,4,102,7,5.02,93.83,212,2022,Q2,6,June,2022-06,Engineering,Latin America,6.86,3.4
2022-06-01,20220601,2,1,108,3,2.04,80.05,154,2022,Q2,6,June,2022-06,Sales,North America,2.78,3.6
2022-06-01,20220601,2,2,88,5,2.11,72.62,173,2022,Q2,6,June,2022-06,Sales,Europe,5.68,2.93
2022-06-01,20220601,2,3,66,5,1.72,93.96,98,2022,Q2,6,June,2022-06,Sales,Asia Pacific,7.58,2.2
2022-06-01,20220601,2,4,49,1,2.31,91.26,106,2022,Q2,6,June,2022-06,Sales,Latin America,2.04,1.63
2022-06-01,20220601,3,1,91,5,3.35,91.14,127,2022,Q2,6,June,2022-06,Marketing,North America,5.49,3.03
2022-06-01,20220601,3,2,63,4,3.75,94.41,127,2022,Q2,6,June,2022-06,Marketing,Europe,6.35,2.1
2022-06-01,20220601,3,3,48,3,3.01,94.77,82,2022,Q2,6,June,2022-06,Marketing,Asia Pacific,6.25,1.6
2022-06-01,20220601,3,4,39,2,2.88,71.88,68,2022,Q2,6,June,2022-06,Marketing,Latin America,5.13,1.3
2022-06-01,20220601,4,1,299,8,4.75,85.65,528,2022,Q2,6,June,2022-06,Operations,North America,2.68,9.97
2022-06-01,20220601,4,2,206,14,4.6,83.69,464,2022,Q2,6,June,2022-06,Operations,Europe,6.8,6.87
2022-06-01,20220601,4,3,159,7,3.59,75.21,315,2022,Q2,6,June,2022-06,Operations,Asia Pacific,4.4,5.3
2022-06-01,20220601,4,4,140,6,3.62,86.22,203,2022,Q2,6,June,2022-06,Operations,Latin America,4.29,4.67
2022-06-01,20220601,5,1,59,4,1.6,88.8,77,2022,Q2,6,June,2022-06,Finance,North America,6.78,1.97
2022-06-01,20220601,5,2,42,1,1.58,93.23,74,2022,Q2,6,June,2022-06,Finance,Europe,2.38,1.4
2022-06-01,20220601,5,3,32,0,1.47,77.27,59,2022,Q2,6,June,2022-06,Finance,Asia Pacific,0.0,1.07
2022-06-01,20220601,5,4,28,2,1.69,90.95,30,2022,Q2,6,June,2022-06,Finance,Latin America,7.14,0.93
2022-06-01,20220601,6,1,39,2,2.69,88.56,81,2022,Q2,6,June,2022-06,HR,North America,5.13,1.3
2022-06-01,20220601,6,2,31,1,3.2,81.1,48,2022,Q2,6,June,2022-06,HR,Europe,3.23,1.03
2022-06-01,20220601,6,3,27,0,2.71,92.36,35,2022,Q2,6,June,2022-06,HR,Asia Pacific,0.0,0.9
2022-06-01,20220601,6,4,21,0,2.09,92.29,29,2022,Q2,6,June,2022-06,HR,Latin America,0.0,0.7
2022-06-01,20220601,7,1,774,47,1.27,90.67,976,2022,Q2,6,June,2022-06,Customer Support,North America,6.07,25.8
2022-06-01,20220601,7,2,550,23,1.27,80.8,985,2022,Q2,6,June,2022-06,Customer Support,Europe,4.18,18.33
2022-06-01,20220601,7,3,429,23,1.04,71.2,949,2022,Q2,6,June,2022-06,Customer Support,Asia Pacific,5.36,14.3
2022-06-01,20220601,7,4,321,17,0.87,70.08,614,2022,Q2,6,June,2022-06,Customer Support,Latin America,5.3,10.7
2022-06-01,20220601,8,1,146,3,7.53,75.38,210,2022,Q2,6,June,2022-06,Product,North America,2.05,4.87
2022-06-01,20220601,8,2,101,2,7.12,91.88,168,2022,Q2,6,June,2022-06,Product,Europe,1.98,3.37
2022-06-01,20220601,8,3,81,3,6.23,93.86,158,2022,Q2,6,June,2022-06,Product,Asia Pacific,3.7,2.7
2022-06-01,20220601,8,4,68,3,5.69,81.4,86,2022,Q2,6,June,2022-06,Product,Latin America,4.41,2.27
2022-07-01,20220701,1,1,225,7,5.81,71.71,417,2022,Q3,7,July,2022-07,Engineering,North America,3.11,7.5
2022-07-01,20220701,1,2,153,11,6.02,94.2,282,2022,Q3,7,July,2022-07,Engineering,Europe,7.19,5.1
2022-07-01,20220701,1,3,136,5,4.46,81.08,252,2022,Q3,7,July,2022-07,Engineering,Asia Pacific,3.68,4.53
2022-07-01,20220701,1,4,107,2,5.47,85.66,223,2022,Q3,7,July,2022-07,Engineering,Latin America,1.87,3.57
2022-07-01,20220701,2,1,117,3,2.16,77.18,176,2022,Q3,7,July,2022-07,Sales,North America,2.56,3.9
2022-07-01,20220701,2,2,91,7,1.64,77.13,176,2022,Q3,7,July,2022-07,Sales,Europe,7.69,3.03
2022-07-01,20220701,2,3,62,2,2.28,75.78,104,2022,Q3,7,July,2022-07,Sales,Asia Pacific,3.23,2.07
2022-07-01,20220701,2,4,56,3,1.99,79.31,111,2022,Q3,7,July,2022-07,Sales,Latin America,5.36,1.87
2022-07-01,20220701,3,1,79,4,2.95,91.31,138,2022,Q3,7,July,2022-07,Marketing,North America,5.06,2.63
2022-07-01,20220701,3,2,66,2,2.71,89.4,133,2022,Q3,7,July,2022-07,Marketing,Europe,3.03,2.2
2022-07-01,20220701,3,3,49,1,2.65,89.43,84,2022,Q3,7,July,2022-07,Marketing,Asia Pacific,2.04,1.63
2022-07-01,20220701,3,4,39,1,3.27,91.93,74,2022,Q3,7,July,2022-07,Marketing,Latin America,2.56,1.3
2022-07-01,20220701,4,1,280,5,4.05,85.15,559,2022,Q3,7,July,2022-07,Operations,North America,1.79,9.33
2022-07-01,20220701,4,2,224,6,4.49,74.57,497,2022,Q3,7,July,2022-07,Operations,Europe,2.68,7.47
2022-07-01,20220701,4,3,168,10,3.3,80.2,338,2022,Q3,7,July,2022-07,Operations,Asia Pacific,5.95,5.6
2022-07-01,20220701,4,4,123,8,4.46,84.69,211,2022,Q3,7,July,2022-07,Operations,Latin America,6.5,4.1
2022-07-01,20220701,5,1,56,3,1.55,87.46,81,2022,Q3,7,July,2022-07,Finance,North America,5.36,1.87
2022-07-01,20220701,5,2,41,1,1.2,77.52,80,2022,Q3,7,July,2022-07,Finance,Europe,2.44,1.37
2022-07-01,20220701,5,3,36,1,1.92,82.56,65,2022,Q3,7,July,2022-07,Finance,Asia Pacific,2.78,1.2
2022-07-01,20220701,5,4,27,1,1.26,75.5,30,2022,Q3,7,July,2022-07,Finance,Latin America,3.7,0.9
2022-07-01,20220701,6,1,44,1,2.98,78.47,88,2022,Q3,7,July,2022-07,HR,North America,2.27,1.47
2022-07-01,20220701,6,2,30,0,2.43,80.21,50,2022,Q3,7,July,2022-07,HR,Europe,0.0,1.0
2022-07-01,20220701,6,3,27,0,2.44,90.93,35,2022,Q3,7,July,2022-07,HR,Asia Pacific,0.0,0.9
2022-07-01,20220701,6,4,21,1,2.11,77.28,30,2022,Q3,7,July,2022-07,HR,Latin America,4.76,0.7
2022-07-01,20220701,7,1,747,41,1.12,88.94,993,2022,Q3,7,July,2022-07,Customer Support,North America,5.49,24.9
2022-07-01,20220701,7,2,581,36,1.09,92.24,1066,2022,Q3,7,July,2022-07,Customer Support,Europe,6.2,19.37
2022-07-01,20220701,7,3,409,18,1.05,71.38,1027,2022,Q3,7,July,2022-07,Customer Support,Asia Pacific,4.4,13.63
2022-07-01,20220701,7,4,302,18,1.05,70.64,669,2022,Q3,7,July,2022-07,Customer Support,Latin America,5.96,10.07
2022-07-01,20220701,8,1,151,7,5.49,73.04,220,2022,Q3,7,July,2022-07,Product,North America,4.64,5.03
2022-07-01,20220701,8,2,103,5,7.7,84.37,186,2022,Q3,7,July,2022-07,Product,Europe,4.85,3.43
2022-07-01,20220701,8,3,89,4,7.36,81.78,173,2022,Q3,7,July,2022-07,Product,Asia Pacific,4.49,2.97
2022-07-01,20220701,8,4,62,1,7.37,84.69,97,2022,Q3,7,July,2022-07,Product,Latin America,1.61,2.07
2022-08-01,20220801,1,1,232,5,5.25,79.37,446,2022,Q3,8,August,2022-08,Engineering,North America,2.16,7.73
2022-08-01,20220801,1,2,173,6,5.39,87.72,286,2022,Q3,8,August,2022-08,Engineering,Europe,3.47,5.77
2022-08-01,20220801,1,3,139,7,6.37,78.49,255,2022,Q3,8,August,2022-08,Engineering,Asia Pacific,5.04,4.63
2022-08-01,20220801,1,4,98,2,6.42,70.97,237,2022,Q3,8,August,2022-08,Engineering,Latin America,2.04,3.27
2022-08-01,20220801,2,1,114,4,1.67,85.55,189,2022,Q3,8,August,2022-08,Sales,North America,3.51,3.8
2022-08-01,20220801,2,2,83,6,1.9,81.24,185,2022,Q3,8,August,2022-08,Sales,Europe,7.23,2.77
2022-08-01,20220801,2,3,64,4,1.97,72.02,108,2022,Q3,8,August,2022-08,Sales,Asia Pacific,6.25,2.13
2022-08-01,20220801,2,4,53,2,2.29,71.39,114,2022,Q3,8,August,2022-08,Sales,Latin America,3.77,1.77
2022-08-01,20220801,3,1,90,2,3.68,72.3,153,2022,Q3,8,August,2022-08,Marketing,North America,2.22,3.0
2022-08-01,20220801,3,2,63,3,2.63,71.65,135,2022,Q3,8,August,2022-08,Marketing,Europe,4.76,2.1
2022-08-01,20220801,3,3,48,1,3.17,84.72,91,2022,Q3,8,August,2022-08,Marketing,Asia Pacific,2.08,1.6
2022-08-01,20220801,3,4,40,2,3.02,81.85,77,2022,Q3,8,August,2022-08,Marketing,Latin America,5.0,1.33
2022-08-01,20220801,4,1,304,10,3.21,86.28,571,2022,Q3,8,August,2022-08,Operations,North America,3.29,10.13
2022-08-01,20220801,4,2,236,16,3.35,72.66,520,2022,Q3,8,August,2022-08,Operations,Europe,6.78,7.87
2022-08-01,20220801,4,3,179,6,4.63,84.87,349,2022,Q3,8,August,2022-08,Operations,Asia Pacific,3.35,5.97
2022-08-01,20220801,4,4,118,7,3.63,90.86,220,2022,Q3,8,August,2022-08,Operations,Latin America,5.93,3.93
2022-08-01,20220801,5,1,57,4,1.85,79.29,83,2022,Q3,8,August,2022-08,Finance,North America,7.02,1.9
2022-08-01,20220801,5,2,46,2,1.34,92.61,81,2022,Q3,8,August,2022-08,Finance,Europe,4.35,1.53
2022-08-01,20220801,5,3,31,0,1.67,86.54,66,2022,Q3,8,August,2022-08,Finance,Asia Pacific,0.0,1.03
2022-08-01,20220801,5,4,25,1,1.71,71.45,34,2022,Q3,8,August,2022-08,Finance,Latin America,4.0,0.83
2022-08-01,20220801,6,1,40,3,2.21,89.29,89,2022,Q3,8,August,2022-08,HR,North America,7.5,1.33
2022-08-01,20220801,6,2,30,2,3.07,80.09,54,2022,Q3,8,August,2022-08,HR,Europe,6.67,1.0
2022-08-01,20220801,6,3,26,1,2.39,83.09,37,2022,Q3,8,August,2022-08,HR,Asia Pacific,3.85,0.87
2022-08-01,20220801,6,4,19,1,2.21,73.74,32,2022,Q3,8,August,2022-08,HR,Latin America,5.26,0.63
2022-08-01,20220801,7,1,734,23,1.0,93.66,1029,2022,Q3,8,August,2022-08,Customer Support,North America,3.13,24.47
2022-08-01,20220801,7,2,565,36,1.02,93.44,1149,2022,Q3,8,August,2022-08,Customer Support,Europe,6.37,18.83
2022-08-01,20220801,7,3,434,23,1.15,84.8,1103,2022,Q3,8,August,2022-08,Customer Support,Asia Pacific,5.3,14.47
2022-08-01,20220801,7,4,319,12,0.91,70.94,671,2022,Q3,8,August,2022-08,Customer Support,Latin America,3.76,10.63
2022-08-01,20220801,8,1,152,9,6.78,85.37,245,2022,Q3,8,August,2022-08,Product,North America,5.92,5.07
2022-08-01,20220801,8,2,109,7,5.88,93.17,201,2022,Q3,8,August,2022-08,Product,Europe,6.42,3.63
2022-08-01,20220801,8,3,83,4,6.4,73.45,182,2022,Q3,8,August,2022-08,Product,Asia Pacific,4.82,2.77
2022-08-01,20220801,8,4,63,1,7.65,86.04,108,2022,Q3,8,August,2022-08,Product,Latin America,1.59,2.1
2022-09-01,20220901,1,1,222,9,5.28,86.89,488,2022,Q3,9,September,2022-09,Engineering,North America,4.05,7.4
2022-09-01,20220901,1,2,156,11,6.31,86.76,315,2022,Q3,9,September,2022-09,Engineering,Europe,7.05,5.2
2022-09-01,20220901,1,3,129,9,5.76,71.05,278,2022,Q3,9,September,2022-09,Engineering,Asia Pacific,6.98,4.3
2022-09-01,20220901,1,4,98,4,5.42,73.73,246,2022,Q3,9,September,2022-09,Engineering,Latin America,4.08,3.27
2022-09-01,20220901,2,1,121,2,1.87,70.06,199,2022,Q3,9,September,2022-09,Sales,North America,1.65,4.03
2022-09-01,20220901,2,2,92,6,2.55,85.21,189,2022,Q3,9,September,2022-09,Sales,Europe,6.52,3.07
2022-09-01,20220901,2,3,76,5,2.17,87.39,122,2022,Q3,9,September,2022-09,Sales,Asia Pacific,6.58,2.53
2022-09-01,20220901,2,4,55,2,2.31,71.01,118,2022,Q3,9,September,2022-09,Sales,Latin America,3.64,1.83
2022-09-01,20220901,3,1,84,2,2.43,73.33,163,2022,Q3,9,September,2022-09,Marketing,North America,2.38,2.8
2022-09-01,20220901,3,2,69,5,2.92,84.98,147,2022,Q3,9,September,2022-09,Marketing,Europe,7.25,2.3
2022-09-01,20220901,3,3,49,3,3.53,72.22,99,2022,Q3,9,September,2022-09,Marketing,Asia Pacific,6.12,1.63
2022-09-01,20220901,3,4,42,0,2.54,71.23,79,2022,Q3,9,September,2022-09,Marketing,Latin America,0.0,1.4
2022-09-01,20220901,4,1,286,14,3.74,92.79,592,2022,Q3,9,September,2022-09,Operations,North America,4.9,9.53
2022-09-01,20220901,4,2,200,7,4.26,80.21,530,2022,Q3,9,September,2022-09,Operations,Europe,3.5,6.67
2022-09-01,20220901,4,3,163,11,5.19,78.24,361,2022,Q3,9,September,2022-09,Operations,Asia Pacific,6.75,5.43
2022-09-01,20220901,4,4,135,8,3.98,92.62,235,2022,Q3,9,September,2022-09,Operations,Latin America,5.93,4.5
2022-09-01,20220901,5,1,56,3,1.91,89.86,83,2022,Q3,9,September,2022-09,Finance,North America,5.36,1.87
2022-09-01,20220901,5,2,42,2,1.44,87.5,87,2022,Q3,9,September,2022-09,Finance,Europe,4.76,1.4
2022-09-01,20220901,5,3,36,2,1.4,91.87,71,2022,Q3,9,September,2022-09,Finance,Asia Pacific,5.56,1.2
2022-09-01,20220901,5,4,25,1,1.28,89.73,36,2022,Q3,9,September,2022-09,Finance,Latin America,4.0,0.83
2022-09-01,20220901,6,1,41,2,2.8,75.24,89,2022,Q3,9,September,2022-09,HR,North America,4.88,1.37
2022-09-01,20220901,6,2,32,1,3.1,93.21,57,2022,Q3,9,September,2022-09,HR,Europe,3.12,1.07
2022-09-01,20220901,6,3,27,1,2.93,75.12,39,2022,Q3,9,September,2022-09,HR,Asia Pacific,3.7,0.9
2022-09-01,20220901,6,4,20,0,2.9,90.89,33,2022,Q3,9,September,2022-09,HR,Latin America,0.0,0.67
2022-09-01,20220901,7,1,707,50,1.19,77.2,1074,2022,Q3,9,September,2022-09,Customer Support,North America,7.07,23.57
2022-09-01,20220901,7,2,569,30,0.88,77.75,1251,2022,Q3,9,September,2022-09,Customer Support,Europe,5.27,18.97
2022-09-01,20220901,7,3,456,36,1.18,93.55,1122,2022,Q3,9,September,2022-09,Customer Support,Asia Pacific,7.89,15.2
2022-09-01,20220901,7,4,347,7,1.14,81.73,695,2022,Q3,9,September,2022-09,Customer Support,Latin America,2.02,11.57
